iter	Logloss
203	0.1075614712
204	0.1074584747
205	0.1071080003
206	0.1069348495
207	0.1068622047
208	0.1066863604
209	0.1064792246
210	0.1062060295
211	0.1057752417
212	0.1053199872
213	0.105214848
214	0.1048836658
215	0.1046965004
216	0.1044382512
217	0.1041201193
218	0.1038851222
219	0.1037541574
220	0.1034343244
221	0.1030782923
222	0.1026984169
223	0.1024047851
224	0.1020370084
225	0.1018976295
226	0.1015787205
227	0.1013947734
228	0.101148747
229	0.1007372736
230	0.1006005161
231	0.1004110392
232	0.1003513094
233	0.100139927
234	0.1000861021
235	0.09974792959
236	0.0995127133
237	0.09935240454
238	0.09911797622
239	0.09886747564
240	0.09856448056
241	0.09841413065
242	0.09793738664
243	0.09775814222
244	0.09746271818
245	0.09711029743
246	0.09688394718
247	0.09668160511
248	0.09640460916
249	0.09607631703
250	0.09599500199
251	0.09577378968
252	0.09562524489
253	0.095413844
254	0.09521406257
255	0.09485312828
256	0.09456466018
257	0.09420177499
258	0.09406334737
259	0.09368521809
260	0.09344057559
261	0.09324512033
262	0.09311762862
263	0.09279892152
264	0.09238170137
265	0.09225929459
266	0.09206398982
267	0.0917872414
268	0.0914397825
269	0.09112667937
270	0.09089697059
271	0.09054575013
272	0.0902779995
273	0.09012731977
274	0.0898496892
275	0.08963654778
276	0.08932747541
277	0.08904029392
278	0.08878908928
279	0.08846934763
280	0.0883740112
281	0.08807915124
282	0.08777240564
283	0.08762595754
284	0.08753763791
285	0.08736952446
286	0.08725502496
287	0.08697886536
288	0.08688564177
289	0.08676445169
290	0.08671097943
291	0.0864653735
292	0.08628797198
293	0.08617714501
294	0.08609656951
295	0.08594545646
296	0.08571973085
297	0.08546005449
298	0.0852496376
299	0.08512044511
300	0.08490541938
301	0.08478145413
302	0.08470167006
303	0.08451806029
304	0.08433075038
305	0.08415594588
306	0.08404786078
307	0.08396014157
308	0.08392642158
309	0.08356231428
310	0.08327842294
311	0.0828793473
312	0.08272635121
313	0.08247046857
314	0.08241656119
315	0.08231010536
316	0.08215236662
317	0.08202267845
318	0.08188492081
319	0.08173700082
320	0.08144775863
321	0.08133013201
322	0.0810840257
323	0.08094598401
324	0.08062992656
325	0.08051754242
326	0.08032958996
327	0.08021485076
328	0.07984554922
329	0.07969308611
330	0.07951604
331	0.07937579039
332	0.07922408244
333	0.07910790055
334	0.07877302688
335	0.07870680731
336	0.0786486318
337	0.07846637346
338	0.07826571727
339	0.07804773477
340	0.07793246524
341	0.07789907236
342	0.0776423802
343	0.07752021983
344	0.07720622923
345	0.07710553987
346	0.0770383617
347	0.07687777984
348	0.07682844314
349	0.07660552241
350	0.07643010686
351	0.07630876915
352	0.07615933916
353	0.07588273166
354	0.07567721781
355	0.07539881224
356	0.07523685721
357	0.07514830062
358	0.07508208163
359	0.07499603063
360	0.07489828954
361	0.07469982345
362	0.07454439876
363	0.07440406965
364	0.07430129009
365	0.07420523568
366	0.0740702148
367	0.07403895347
368	0.07377508989
369	0.07368561694
370	0.07360454522
371	0.07337402005
372	0.07316645361
373	0.07311205635
374	0.07305078001
375	0.07285940021
376	0.0726046118
377	0.07252407372
378	0.07220924742
379	0.0721552487
380	0.0720669961
381	0.07199097938
382	0.07172308637
383	0.0715523709
384	0.07142643452
385	0.07121896828
386	0.07106012032
387	0.07103413451
388	0.07083905864
389	0.07075855533
390	0.07065935079
391	0.07050849286
392	0.07035970871
393	0.07025855929
394	0.06995803213
395	0.06983287496
396	0.06975300936
397	0.06950221031
398	0.06933598525
399	0.06922335354
400	0.06913145953
401	0.06901468508
402	0.0689634306
403	0.06893077712
404	0.06888134008
405	0.06870313683
406	0.06856722115
407	0.06840509413
408	0.06837235527
409	0.06819261807
410	0.0680402906
411	0.06793535935
412	0.06789627738
413	0.06780138284
414	0.06768400637
415	0.06761002036
416	0.06740516902
417	0.06733075202
418	0.06719424665
419	0.06702109945
420	0.06682584956
421	0.06666629966
422	0.06642276043
423	0.06638062956
424	0.06624351814
425	0.06617290139
426	0.06601560428
427	0.06595830539
428	0.06588543661
429	0.06576227206
430	0.06556436827
431	0.06550663787
432	0.06543620784
433	0.06512575741
434	0.06507880012
435	0.06476068991
436	0.06463986348
437	0.0645831572
438	0.06445122015
439	0.06437559252
440	0.06431980523
441	0.06422636733
442	0.06409565748
443	0.06392802228
444	0.06382634706
445	0.06364504509
446	0.06354647601
447	0.0634998876
448	0.06332702791
449	0.06321696797
450	0.06298816387
451	0.06281254057
452	0.06266046641
453	0.06259605985
454	0.06253543039
455	0.06250511652
456	0.06234313469
457	0.06228281432
458	0.06208377486
459	0.06196877127
460	0.06169637335
461	0.06159906019
462	0.06148319799
463	0.06133351767
464	0.06124086754
465	0.06107023838
466	0.0610276237
467	0.06095651533
468	0.06088241632
469	0.06078384873
470	0.06072381857
471	0.06069673487
472	0.06050573018
473	0.06028744137
474	0.0602234659
475	0.06002409363
476	0.05986514966
477	0.05970770951
478	0.05962447753
479	0.05953360125
480	0.05947243724
481	0.0593417805
482	0.05915939927
483	0.05913794023
484	0.0590365261
485	0.05883229183
486	0.05880335902
487	0.05861622758
488	0.05853397421
489	0.05851761171
490	0.05839302905
491	0.05836816945
492	0.05825763792
493	0.05820065655
494	0.05815344919
495	0.0580507091
496	0.05783322803
497	0.05771640666
498	0.05768078128
499	0.05753017302
500	0.05750264863
501	0.05746760036
502	0.05742151908
503	0.0573425321
504	0.05732084789
505	0.05717006029
506	0.05709159957
507	0.05703760809
508	0.0568827013
509	0.0567724285
510	0.05663808204
511	0.0565531707
512	0.05639116095
513	0.05634053953
514	0.05623782824
515	0.05619573529
516	0.05611932062
517	0.05593600961
518	0.05572173093
519	0.05565035971
520	0.0556289422
521	0.05556521484
522	0.05543700881
523	0.05540371656
524	0.0553580486
525	0.05533850659
526	0.05531464254
527	0.05504682538
528	0.05481684473
529	0.05479748656
530	0.05452517203
531	0.05446304046
532	0.05438019601
533	0.05422472558
534	0.05410445884
535	0.05405844516
536	0.05396184933
537	0.05389176613
538	0.05380871859
539	0.05368938273
540	0.05363004432
541	0.0535396692
542	0.05350139886
543	0.05320909926
544	0.05304952873
545	0.05291635302
546	0.05274025976
547	0.05266192325
548	0.05262163959
549	0.05254815175
550	0.0524684166
551	0.05233661079
552	0.05228442893
553	0.0521619064
554	0.05208011098
555	0.05200028499
556	0.05188714549
557	0.05181047326
558	0.05175601137
559	0.05166056304
560	0.0515476353
561	0.05130997097
562	0.05112047437
563	0.05099828712
564	0.0508845706
565	0.05082752718
566	0.05070143428
567	0.05067357054
568	0.05053910586
569	0.05051321751
570	0.05045523252
571	0.05031616516
572	0.05024174385
573	0.05015964342
574	0.05011203616
575	0.05001729206
576	0.04993981579
577	0.04991958353
578	0.04979155666
579	0.04957722683
580	0.04943535255
581	0.04932060874
582	0.04930063399
583	0.04922428002
584	0.04916418501
585	0.04914676089
586	0.04900279016
587	0.04898089488
588	0.04895195924
589	0.04892003596
590	0.04887710632
591	0.04881119755
592	0.04855040998
593	0.04853399596
594	0.04845113989
595	0.04828252962
596	0.04807940373
597	0.04798439075
598	0.04791334017
599	0.04788646326
600	0.04785366896
601	0.04766148688
602	0.04754138762
603	0.04750661391
604	0.04747155446
605	0.04722990853
606	0.0471899327
607	0.04717464564
608	0.04713688145
609	0.04710709019
610	0.04694045766
611	0.04692226368
612	0.04689168847
613	0.04679984903
614	0.04678187279
615	0.04674495493
616	0.04672201817
617	0.04661567011
618	0.04651018038
619	0.04648115126
620	0.0464065255
621	0.04629956763
622	0.04623657449
623	0.04620937787
624	0.04612437777
625	0.04608484849
626	0.04597644457
627	0.04595346088
628	0.04593404644
629	0.04581561472
630	0.04573445599
631	0.04565452956
632	0.04561828651
633	0.04560124201
634	0.04550435681
635	0.04542275249
636	0.04535022699
637	0.0451968534
638	0.04517628313
639	0.04500867042
640	0.04498096724
641	0.0449574621
642	0.04492833065
643	0.04484389073
644	0.04472040267
645	0.04464131677
646	0.04447350875
647	0.04440277308
648	0.04436867723
649	0.04427283751
650	0.04419936649
651	0.04417250508
652	0.04415359624
653	0.0441412286
654	0.04411893656
655	0.0440833772
656	0.04404324002
657	0.04392659254
658	0.04389157902
659	0.04387402863
660	0.04385727745
661	0.0436313376
662	0.04361806103
663	0.04355938158
664	0.04345089493
665	0.0434333693
666	0.04337132218
667	0.04329085205
668	0.04321482708
669	0.04319003329
670	0.04306665547
671	0.04298535838
672	0.0429732609
673	0.04294567849
674	0.04283126775
675	0.04278354519
676	0.04272460574
677	0.04265651743
678	0.04250469297
679	0.04237240112
680	0.04235277304
681	0.04217689735
682	0.0421600063
683	0.04199104869
684	0.04197642504
685	0.04187173648
686	0.04184177178
687	0.04177879554
688	0.04171751018
689	0.0415138941
690	0.04145384787
691	0.04143383168
692	0.04125013402
693	0.04123871207
694	0.04121890818
695	0.04109607549
696	0.04103530998
697	0.04100512715
698	0.04096966882
699	0.04089626564
700	0.04087171096
701	0.04082594219
702	0.04072236665
703	0.0406557076
704	0.04044946447
705	0.04040383283
706	0.04034271966
707	0.0403013969
708	0.04028779086
709	0.04024856254
710	0.04021601469
711	0.04011161301
712	0.04005184211
713	0.04002729235
714	0.04001382928
715	0.03992014343
716	0.03975647486
717	0.03972139472
718	0.03969570657
719	0.03959170571
720	0.03947359115
721	0.03942567634
722	0.03940212976
723	0.0393381058
724	0.03930873092
725	0.03929399379
726	0.03928032959
727	0.03924511737
728	0.03923429585
729	0.03921564193
730	0.03920454666
731	0.0391813348
732	0.03916712246
733	0.03910540326
734	0.03906273749
735	0.03896602762
736	0.03889040872
737	0.03886562974
738	0.03881212369
739	0.03871670094
740	0.03863080345
741	0.03854429127
742	0.03852058739
743	0.03850816582
744	0.03848644243
745	0.03846196088
746	0.03830315989
747	0.038247554
748	0.03819690663
749	0.03808380673
750	0.03805537819
751	0.03804442231
752	0.0379766299
753	0.03793543593
754	0.03785380522
755	0.03783729949
756	0.03782059146
757	0.03768017105
758	0.03759469236
759	0.03751706978
760	0.03738734693
761	0.03734616269
762	0.037270194
763	0.03722313856
764	0.03720446888
765	0.03714377101
766	0.03712305675
767	0.03710489851
768	0.03699886811
769	0.03694725533
770	0.03680739772
771	0.03664071593
772	0.03651321118
773	0.03650313208
774	0.03642621695
775	0.03637705472
776	0.03623561754
777	0.03622089051
778	0.03621132345
779	0.03620032882
780	0.03612093768
781	0.03610798033
782	0.03607583878
783	0.03591337495
784	0.03586225016
785	0.03575201093
786	0.03566458242
787	0.03559899956
788	0.03557943479
789	0.03556854658
790	0.03551816849
791	0.03551027029
792	0.03544027165
793	0.03538800565
794	0.03536440789
795	0.03534973213
796	0.03519310954
797	0.0351646909
798	0.03513977515
799	0.03509081618
800	0.03507974478
801	0.03492344136
802	0.03483413088
803	0.03475305963
804	0.03465726467
805	0.03465056626
806	0.03453145622
807	0.03451416566
808	0.03450152097
809	0.03439001214
810	0.03431857098
811	0.03430794153
812	0.03418120264
813	0.03417303577
814	0.03413601366
815	0.03412006312
816	0.034000557
817	0.03392810526
818	0.03388726554
819	0.0338498981
820	0.03382927636
821	0.03381609606
822	0.03378674926
823	0.03370157076
824	0.03355568966
825	0.03354154483
826	0.03352159596
827	0.03350793476
828	0.03342876549
829	0.03340896946
830	0.03334455739
831	0.03329267475
832	0.03327470583
833	0.03325288963
834	0.03320984643
835	0.03317232558
836	0.03303113969
837	0.0329479738
838	0.03289566808
839	0.03288014615
840	0.03286752409
841	0.03280695392
842	0.03277471542
843	0.032697423
844	0.03263421723
845	0.03261240399
846	0.03257405608
847	0.03253059017
848	0.03241328203
849	0.03240594489
850	0.03238698366
851	0.03235849968
852	0.03232021047
853	0.03228330985
854	0.0322465062
855	0.03220634533
856	0.03215486429
857	0.03211474233
858	0.03201445448
859	0.0320043307
860	0.03188282583
861	0.0318145105
862	0.0317761631
863	0.03176301798
864	0.03175032516
865	0.03173774033
866	0.03163869084
867	0.031583019
868	0.03151045967
869	0.03149997272
870	0.03147037733
871	0.03141177645
872	0.03139973159
873	0.03139188835
874	0.03138372113
875	0.03137558711
876	0.03135334808
877	0.03134484587
878	0.03130139815
879	0.03117042209
880	0.03114712971
881	0.03112846646
882	0.0311142207
883	0.03107786109
884	0.031063508
885	0.03105141494
886	0.03096642031
887	0.03089585899
888	0.03082812869
889	0.03079166475
890	0.03078168446
891	0.03076500729
892	0.0307235276
893	0.03071487391
894	0.03070846652
895	0.03060600446
896	0.03059274122
897	0.03057445346
898	0.03046773171
899	0.03040318787
900	0.03039787631
901	0.03033746831
902	0.03030739665
903	0.03023909405
904	0.03021735565
905	0.03020620753
906	0.03017952369
907	0.03016556418
908	0.0301580101
909	0.03013879732
910	0.03012039376
911	0.03006206915
912	0.02990192181
913	0.02985502455
914	0.02984448601
915	0.02982790118
916	0.02980332382
917	0.0296999989
918	0.02969009148
919	0.02960620006
920	0.02956681591
921	0.02944186715
922	0.02940495699
923	0.02939687713
924	0.02934777963
925	0.02934137285
926	0.02925416317
927	0.0292005195
928	0.02914901819
929	0.02911608554
930	0.02909072309
931	0.02899859201
932	0.02896555719
933	0.02892131169
934	0.02887659522
935	0.02885649442
936	0.02877917599
937	0.02872444314
938	0.0287174878
939	0.02865417878
940	0.02863690227
941	0.02855166683
942	0.02853908549
943	0.0285260024
944	0.02851028294
945	0.02846417445
946	0.0284035509
947	0.02839424735
948	0.02838338027
949	0.02833211753
950	0.02832014904
951	0.02830640627
952	0.02829776657
953	0.02818491791
954	0.028140346
955	0.02810038978
956	0.02806241757
957	0.02804977299
958	0.02803682471
959	0.02800145684
960	0.02793265644
961	0.02792261465
962	0.02787970151
963	0.02782508148
964	0.02778371855
965	0.0277352323
966	0.02770517161
967	0.02768945339
968	0.02762590376
969	0.02756579031
970	0.02750043544
971	0.02745052681
972	0.02741809364
973	0.02732120535
974	0.02730000874
975	0.02728476397
976	0.02723174229
977	0.02717425287
978	0.02712681702
979	0.02705704031
980	0.02699425809
981	0.02695725805
982	0.02695032322
983	0.02693216283
984	0.02687331388
985	0.02679142283
986	0.02673130905
987	0.02668808379
988	0.02664432752
989	0.02659924124
990	0.02649692666
991	0.02639619128
992	0.02638292405
993	0.02637816008
994	0.02635866863
995	0.02630120771
996	0.02628311285
997	0.02626830047
998	0.02616542932
999	0.02614329241
